--------- beginning of main
12-18 11:28:14.447 26938 26977 I Ads     : Updating ad debug logging enablement.
12-18 11:28:14.926 26938 26996 I Ads     : GMA Debug CONTENT {"timestamp":1734517694923,"event":"onNetworkRequest","components":["network_request_2349fa9a-a363-4b17-9f5e-622c21fc2055"],"params":{"firstline":{"uri":"https://googleads.g.doubleclick.net/getconfig/pubsetting?app_name=com.google.android.gms.example.bannerexample&vnm=1&eid=318500618%2C318486317%2C318491267%2C318482032%2C318482080%2C318483611%2C318484497%2C318484802%2C318515546%2C318516896%2C318518126%2C318517664%2C318515867%2C318516088%2C318516381%2C318516383%2C318518027&js=afma-sdk-a-v244410999.244410000.1&client=ca-app-pub-9939518381636264&admob_appcc=1092563270","verb":"GET"},"headers":[{"name":"Referer","value":"https://googleads.g.doubleclick.net/mads/static/mad/sdk/native/production/sdk-core-v40-impl.html"},{"name":"User-Agent","value":"Mozilla/5.0 (Linux; Android 15; Pixel 6 Pro Build/AP4A.241205.013.A2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/131.0.6778.105 Mobile Safari/537.36 (Mobile; afma-sdk-a-v244410999.244410000.1)"},{"name":"sec-ch-ua","value":"\"Android WebView\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\""},{"name":"sec-ch-ua-mobile","value":"?1"},{"name":"Accept","value":"*/*"},{"name":"sec-ch-ua-platform","value":"\"Android\""}]}}
12-18 11:28:14.926 26938 26996 I Ads     : GMA Debug FINISH
12-18 11:28:14.927 26938 26997 I Ads     : HTTP timeout: 60000 milliseconds.
12-18 11:28:14.934 26938 26997 I Ads     : GMA Debug BEGIN
12-18 11:28:14.934 26938 26997 I Ads     : GMA Debug CONTENT {"timestamp":1734517694929,"event":"onNetworkRequest","components":["network_request_8cea4391-d976-4da0-b49f-dc4b39203c17"],"params":{"firstline":{"uri":"https://googleads.g.doubleclick.net/mads/static/mad/sdk/native/sdk-core-v40-loader.js","verb":"GET"},"headers":[{"name":"Referer","value":"https://googleads.g.doubleclick.net/mads/static/mad/sdk/native/sdk-core-v40-loader.html"},{"name":"User-Agent","value":"Mozilla/5.0 (Linux; Android 15; Pixel 6 Pro Build/AP4A.241205.013.A2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/131.0.6778.105 Mobile Safari/537.36 (Mobile; afma-sdk-a-v244410999.244410000.1)"},{"name":"sec-ch-ua","value":"\"Android WebView\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\""},{"name":"sec-ch-ua-mobile","value":"?1"},{"name":"Accept","value":"*/*"},{"name":"sec-ch-ua-platform","value":"\"Android\""}]}}
12-18 11:28:14.934 26938 26997 I Ads     : GMA Debug FINISH
12-18 11:28:14.953 26938 26996 I Ads     : GMA Debug BEGIN
12-18 11:28:14.954 26938 26996 I Ads     : GMA Debug CONTENT {"timestamp":1734517694952,"event":"onNetworkResponse","components":["network_request_2349fa9a-a363-4b17-9f5e-622c21fc2055"],"params":{"firstline":{"code":200},"headers":[{"name":null,"value":"HTTP/1.1 200 OK"},{"name":"Transfer-Encoding","value":"chunked"},{"name":"Alt-Svc","value":"h3=\":443\"; ma=2592000,h3-29=\":443\"; ma=2592000"},{"name":"Server","value":"cafe"},{"name":"Access-Control-Allow-Origin","value":"https://googleads.g.doubleclick.net"},{"name":"X-Content-Type-Options","value":"nosniff"},{"name":"P3P","value":"policyref=\"https://googleads.g.doubleclick.net/pagead/gcn_p3p_.xml\", CP=\"CURa ADMa DEVa TAIo PSAo PSDo OUR IND UNI PUR INT DEM STA PRE COM NAV OTC NOI DSP COR\""},{"name":"X-Android-Received-Millis","value":"1734517694951"},{"name":"Date","value":"Wed, 18 Dec 2024 10:28:13 GMT"},{"name":"X-Android-Selected-Protocol","value":"http/1.1"},{"name":"Content-Disposition","value":"attachment; filename=\"f.txt\""},{"name":"Timing-Allow-Origin","value":"*"},{"name":"X-Android-Response-Source","value":"NETWORK 200"},{"name":"Cross-Origin-Resource-Policy","value":"cross-origin"},{"name":"X-Android-Sent-Millis","value":"1734517694934"},{"name":"X-XSS-Protection","value":"0"},{"name":"Content-Type","value":"application/json; charset=UTF-8"}]}}
12-18 11:28:14.954 26938 26996 I Ads     : GMA Debug FINISH
12-18 11:28:14.954 26938 26997 I Ads     : GMA Debug BEGIN
12-18 11:28:14.954 26938 26997 I Ads     : GMA Debug CONTENT {"timestamp":1734517694951,"event":"onNetworkResponse","components":["network_request_8cea4391-d976-4da0-b49f-dc4b39203c17"],"params":{"firstline":{"code":200},"headers":[{"name":null,"value":"HTTP/1.1 200 OK"},{"name":"Alt-Svc","value":"h3=\":443\"; ma=2592000,h3-29=\":443\"; ma=2592000"},{"name":"Server","value":"cafe"},{"name":"X-Content-Type-Options","value":"nosniff"},{"name":"P3P","value":"policyref=\"https://googleads.g.doubleclick.net/pagead/gcn_p3p_.xml\", CP=\"CURa ADMa DEVa TAIo PSAo PSDo OUR IND UNI PUR INT DEM STA PRE COM NAV OTC NOI DSP COR\""},{"name":"X-Android-Received-Millis","value":"1734517694948"},{"name":"Date","value":"Wed, 18 Dec 2024 06:49:37 GMT"},{"name":"X-Android-Selected-Protocol","value":"http/1.1"},{"name":"Cache-Control","value":"public, max-age=14400"},{"name":"ETag","value":"11080626372616993405"},{"name":"Content-Disposition","value":"attachment; filename=\"f.txt\""},{"name":"Timing-Allow-Origin","value":"*"},{"name":"X-Android-Response-Source","value":"NETWORK 200"},{"name":"Vary","value":"Accept-Encoding"},{"name":"Cross-Origin-Resource-Policy","value":"cross-origin"},{"name":"Expires","value":"Wed, 18 Dec 2024 10:49:37 GMT"},{"name":"X-Android-Sent-Millis","value":"1734517694940"},{"name":"X-XSS-Protection","value":"0"},{"name":"Age","value":"13116"},{"name":"Content-Type","value":"text/javascript; charset=UTF-8"}]}}
12-18 11:28:14.954 26938 26997 I Ads     : GMA Debug FINISH
12-18 11:28:14.984 26938 26996 I Ads     : HTTP timeout: 60000 milliseconds.
12-18 11:28:14.984 26938 26997 I Ads     : HTTP timeout: 60000 milliseconds.
12-18 11:28:14.987 26938 26996 I Ads     : GMA Debug BEGIN
12-18 11:28:14.987 26938 26996 I Ads     : GMA Debug CONTENT {"timestamp":1734517694985,"event":"onNetworkRequest","components":["network_request_111d3c84-83a6-4fda-b1b5-833ffda029ad"],"params":{"firstline":{"uri":"https://googleads.g.doubleclick.net/mads/static/mad/sdk/native/sdk-core-v40-loader.appcache","verb":"GET"},"headers":[{"name":"Referer","value":"https://googleads.g.doubleclick.net/mads/static/mad/sdk/native/sdk-core-v40-loader.html"},{"name":"User-Agent","value":"Mozilla/5.0 (Linux; Android 15; Pixel 6 Pro Build/AP4A.241205.013.A2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/131.0.6778.105 Mobile Safari/537.36 (Mobile; afma-sdk-a-v244410999.244410000.1)"},{"name":"sec-ch-ua","value":"\"Android WebView\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\""},{"name":"sec-ch-ua-mobile","value":"?1"},{"name":"Accept","value":"*/*"},{"name":"sec-ch-ua-platform","value":"\"Android\""}]}}
12-18 11:28:14.987 26938 26996 I Ads     : GMA Debug FINISH
12-18 11:28:14.991 26938 26997 I Ads     : GMA Debug BEGIN
12-18 11:28:14.991 26938 26997 I Ads     : GMA Debug CONTENT {"timestamp":1734517694986,"event":"onNetworkRequest","components":["network_request_4745e903-05f5-4002-8996-6ab6e9a15965"],"params":{"firstline":{"uri":"https://googleads.g.doubleclick.net/mads/static/mad/sdk/native/canary/sdk-core-v40-impl.js?q=canary-experiment&n=true&lv=sdk_20190107_RC02","verb":"GET"},"headers":[{"name":"Referer","value":"https://googleads.g.doubleclick.net/mads/static/mad/sdk/native/sdk-core-v40-loader.html"},{"name":"User-Agent","value":"Mozilla/5.0 (Linux; Android 15; Pixel 6 Pro Build/AP4A.241205.013.A2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/131.0.6778.105 Mobile Safari/537.36 (Mobile; afma-sdk-a-v244410999.244410000.1)"},{"name":"sec-ch-ua","value":"\"Android WebView\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\""},{"name":"sec-ch-ua-mobile","value":"?1"},{"name":"Accept","value":"*/*"},{"name":"sec-ch-ua-platform","value":"\"Android\""}]}}
12-18 11:28:14.991 26938 26997 I Ads     : GMA Debug FINISH
12-18 11:28:14.999 26938 26996 I Ads     : GMA Debug BEGIN
12-18 11:28:14.999 26938 26996 I Ads     : GMA Debug CONTENT {"timestamp":1734517694998,"event":"onNetworkResponse","components":["network_request_111d3c84-83a6-4fda-b1b5-833ffda029ad"],"params":{"firstline":{"code":200},"headers":[{"name":null,"value":"HTTP/1.1 200 OK"},{"name":"Alt-Svc","value":"h3=\":443\"; ma=2592000,h3-29=\":443\"; ma=2592000"},{"name":"Server","value":"cafe"},{"name":"X-Content-Type-Options","value":"nosniff"},{"name":"P3P","value":"policyref=\"https://googleads.g.doubleclick.net/pagead/gcn_p3p_.xml\", CP=\"CURa ADMa DEVa TAIo PSAo PSDo OUR IND UNI PUR INT DEM STA PRE COM NAV OTC NOI DSP COR\""},{"name":"X-Android-Received-Millis","value":"1734517694997"},{"name":"Date","value":"Wed, 18 Dec 2024 09:14:25 GMT"},{"name":"X-Android-Selected-Protocol","value":"http/1.1"},{"name":"Cache-Control","value":"public, max-age=7200"},{"name":"ETag","value":"15780438410826498433"},{"name":"Timing-Allow-Origin","value":"*"},{"name":"X-Android-Response-Source","value":"NETWORK 200"},{"name":"Vary","value":"Accept-Encoding"},{"name":"Cross-Origin-Resource-Policy","value":"cross-origin"},{"name":"Expires","value":"Wed, 18 Dec 2024 11:14:25 GMT"},{"name":"X-Android-Sent-Millis","value":"1734517694991"},{"name":"X-XSS-Protection","value":"0"},{"name":"Age","value":"4428"},{"name":"Content-Type","value":"text/cache-manifest; charset=UTF-8"}]}}
12-18 11:28:14.999 26938 26996 I Ads     : GMA Debug FINISH
12-18 11:28:15.010 26938 26997 I Ads     : GMA Debug BEGIN
12-18 11:28:15.010 26938 26997 I Ads     : GMA Debug CONTENT {"timestamp":1734517695007,"event":"onNetworkResponse","components":["network_request_4745e903-05f5-4002-8996-6ab6e9a15965"],"params":{"firstline":{"code":200},"headers":[{"name":null,"value":"HTTP/1.1 200 OK"},{"name":"Alt-Svc","value":"h3=\":443\"; ma=2592000,h3-29=\":443\"; ma=2592000"},{"name":"Server","value":"cafe"},{"name":"X-Content-Type-Options","value":"nosniff"},{"name":"P3P","value":"policyref=\"https://googleads.g.doubleclick.net/pagead/gcn_p3p_.xml\", CP=\"CURa ADMa DEVa TAIo PSAo PSDo OUR IND UNI PUR INT DEM STA PRE COM NAV OTC NOI DSP COR\""},{"name":"X-Android-Received-Millis","value":"1734517695004"},{"name":"Date","value":"Wed, 18 Dec 2024 08:54:32 GMT"},{"name":"X-Android-Selected-Protocol","value":"http/1.1"},{"name":"Cache-Control","value":"public, max-age=14400"},{"name":"ETag","value":"5080363447540751524"},{"name":"Content-Disposition","value":"attachment; filename=\"f.txt\""},{"name":"Timing-Allow-Origin","value":"*"},{"name":"X-Android-Response-Source","value":"NETWORK 200"},{"name":"Vary","value":"Accept-Encoding"},{"name":"Cross-Origin-Resource-Policy","value":"cross-origin"},{"name":"Expires","value":"Wed, 18 Dec 2024 12:54:32 GMT"},{"name":"X-Android-Sent-Millis","value":"1734517694995"},{"name":"X-XSS-Protection","value":"0"},{"name":"Age","value":"5621"},{"name":"Content-Type","value":"text/javascript; charset=UTF-8"}]}}
12-18 11:28:15.010 26938 26997 I Ads     : GMA Debug FINISH
12-18 11:28:15.111 26938 26996 I Ads     : HTTP timeout: 60000 milliseconds.
12-18 11:28:15.116 26938 26996 I Ads     : GMA Debug BEGIN
12-18 11:28:15.116 26938 26996 I Ads     : GMA Debug CONTENT {"timestamp":1734517695113,"event":"onNetworkRequest","components":["network_request_1f07d253-743f-4948-b149-b06958bb8dd5"],"params":{"firstline":{"uri":"https://googleads.g.doubleclick.net/favicon.ico","verb":"GET"},"headers":[{"name":"Referer","value":"https://googleads.g.doubleclick.net/mads/static/mad/sdk/native/sdk-core-v40-loader.html"},{"name":"User-Agent","value":"Mozilla/5.0 (Linux; Android 15; Pixel 6 Pro Build/AP4A.241205.013.A2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/131.0.6778.105 Mobile Safari/537.36 (Mobile; afma-sdk-a-v244410999.244410000.1)"},{"name":"sec-ch-ua","value":"\"Android WebView\";v=\"131\", \"Chromium\";v=\"131\", \"Not_A Brand\";v=\"24\""},{"name":"sec-ch-ua-mobile","value":"?1"},{"name":"Accept","value":"image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8"},{"name":"sec-ch-ua-platform","value":"\"Android\""}]}}
12-18 11:28:15.116 26938 26996 I Ads     : GMA Debug FINISH
12-18 11:28:15.133 26938 26996 I Ads     : GMA Debug BEGIN
12-18 11:28:15.133 26938 26996 I Ads     : GMA Debug CONTENT {"timestamp":1734517695130,"event":"onNetworkResponse","components":["network_request_1f07d253-743f-4948-b149-b06958bb8dd5"],"params":{"firstline":{"code":200},"headers":[{"name":null,"value":"HTTP/1.1 200 OK"},{"name":"Alt-Svc","value":"h3=\":443\"; ma=2592000,h3-29=\":443\"; ma=2592000"},{"name":"Server","value":"sffe"},{"name":"X-Content-Type-Options","value":"nosniff"},{"name":"Last-Modified","value":"Thu, 03 Oct 2019 10:15:00 GMT"},{"name":"X-Android-Received-Millis","value":"1734517695125"},{"name":"Date","value":"Sat, 14 Dec 2024 10:20:56 GMT"},{"name":"Accept-Ranges","value":"bytes"},{"name":"X-Android-Selected-Protocol","value":"http/1.1"},{"name":"Cache-Control","value":"public, max-age=31536000"},{"name":"Report-To","value":"{\"group\":\"static-on-bigtable\",\"max_age\":2592000,\"endpoints\":[{\"url\":\"https://csp.withgoogle.com/csp/report-to/static-on-bigtable\"}]}"},{"name":"Cross-Origin-Opener-Policy-Report-Only","value":"same-origin; report-to=\"static-on-bigtable\""},{"name":"X-Android-Response-Source","value":"NETWORK 200"},{"name":"Vary","value":"Accept-Encoding"},{"name":"Cross-Origin-Resource-Policy","value":"cross-origin"},{"name":"Expires","value":"Sun, 14 Dec 2025 10:20:56 GMT"},{"name":"X-Android-Sent-Millis","value":"1734517695118"},{"name":"X-XSS-Protection","value":"0"},{"name":"Age","value":"346037"},{"name":"Content-Type","value":"image/x-icon"}]}}
12-18 11:28:15.133 26938 26996 I Ads     : GMA Debug FINISH
12-18 11:28:15.222 26938 26938 I Ads     : JS: The jsLoaded GMSG has been sent (https://googleads.g.doubleclick.net/mads/static/mad/sdk/native/canary/sdk-core-v40-impl.js?q=canary-experiment&n=true&lv=sdk_20190107_RC02:791)
12-18 11:28:15.341 26938 27037 I Ads     : SDK version: afma-sdk-a-v244410999.244410000.1
12-18 11:28:15.342 26938 27037 I Ads     : HTTP timeout: 60000 milliseconds.
12-18 11:28:15.353 26938 27037 I Ads     : GMA Debug BEGIN
12-18 11:28:15.353 26938 27037 I Ads     : GMA Debug CONTENT {"timestamp":1734517695343,"event":"onNetworkRequest","components":["network_request_ed812894-adde-46a7-8705-7a4eaf6bcccf"],"params":{"firstline":{"uri":"https://pubads.g.doubleclick.net/gampad/ads?submodel=Pixel&iu=/21775744923/example/adaptive-banner&sz=411x64&format=411x64_as&slotname=undefined&cust_params=excl_cat","verb":"GET"},"headers":[{"name":"User-Agent","value":"Mozilla/5.0 (Linux; Android 15; Pixel 6 Pro Build/AP4A.241205.013.A2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/131.0.6778.105 Mobile Safari/537.36"}],"body":""}}
12-18 11:28:15.353 26938 27037 I Ads     : GMA Debug FINISH
12-18 11:28:15.480 26938 27037 I Ads     : GMA Debug BEGIN
12-18 11:28:15.480 26938 27037 I Ads     : GMA Debug CONTENT {"timestamp":1734517695480,"event":"onNetworkResponse","components":["network_request_ed812894-adde-46a7-8705-7a4eaf6bcccf"],"params":{"firstline":{"code":200},"headers":[{"name":null,"value":"HTTP/1.1 200 OK"},{"name":"X-Afma-Content-Url-Opted-Out","value":"true"},{"name":"Alt-Svc","value":"h3=\":443\"; ma=2592000,h3-29=\":443\"; ma=2592000"},{"name":"Server","value":"cafe"},{"name":"X-Content-Type-Options","value":"nosniff"},{"name":"Google-Creative-Id","value":"-2"},{"name":"Pragma","value":"no-cache"},{"name":"P3P","value":"policyref=\"https://googleads.g.doubleclick.net/pagead/gcn_p3p_.xml\", CP=\"CURa ADMa DEVa TAIo PSAo PSDo OUR IND UNI PUR INT DEM STA PRE COM NAV OTC NOI DSP COR\""},{"name":"X-Android-Received-Millis","value":"1734517695479"},{"name":"X-Afma-Content-Vertical-Opted-Out","value":"true"},{"name":"Date","value":"Wed, 18 Dec 2024 10:28:13 GMT"},{"name":"X-Android-Selected-Protocol","value":"http/1.1"},{"name":"Google-LineItem-Id","value":"-2"},{"name":"Cache-Control","value":"no-cache, must-revalidate"},{"name":"X-Afma-Gws-Query-Id","value":"vaNiZ9SMKbfz1PIPtM_O-A8"},{"name":"Timing-Allow-Origin","value":"*"},{"name":"X-Android-Response-Source","value":"NETWORK 200"},{"name":"Cross-Origin-Resource-Policy","value":"cross-origin"},{"name":"Expires","value":"Fri, 01 Jan 1990 00:00:00 GMT"},{"name":"X-Android-Sent-Millis","value":"1734517695424"},{"name":"Content-Length","value":"0"},{"name":"X-Afma-On-Device-Brand-Safety-Opted-Out","value":"true"},{"name":"X-XSS-Protection","value":"0"},{"name":"Content-Type","value":"text/html; charset=UTF-8"}]}}
12-18 11:28:15.480 26938 27037 I Ads     : GMA Debug FINISH
12-18 11:28:15.481 26938 27037 I Ads     : GMA Debug BEGIN
